,Hugo_Symbol
10420,KBTBD12
10421,MTF1
10422,WDR91
10423,SUMF1
10424,MPP4
10425,KIAA1324L
10426,CCDC14
10427,JKAMP
10428,AKR1C3
10429,SLC38A2
10430,IQCB1
10431,NHSL2
10432,KIAA2026
10433,ZNF57
10434,C12orf40
10435,SPZ1
10436,ZKSCAN8
10437,KCNE3
10438,CXCR4
10439,FGD2
10440,ATF4
10441,ARRB1
10442,PHKG2
10443,CSF2RA
10444,ITGA2B
10445,AC110781.3
10446,ALPI
10447,MUC16
10448,PRRX1
10449,URB2
10450,TSPAN1
10451,ZNF488
10452,GRIK2
10453,ZNF606
10454,ZNF579
10455,FLVCR2
10456,PRKAR1A
10457,PROM2
10458,OR4N2
10459,C11orf74
10460,RHBDD3
10461,TMEM25
10462,NEK7
10463,HIST1H2BD
10464,TMEM199
10465,ATXN7L3
10466,SLC9A5
10467,DNAJB7
10468,NKPD1
10469,IFNG
10470,SLC24A4
10471,C9orf78
10472,TNK1
10473,TGFBR1
10474,PAOX
10475,FRMD7
10476,P4HTM
10477,HMGA2
10478,PPP5C
10479,GATA3
10480,EXOSC6
10481,LZTS1
10482,FAM50B
10483,SBDS
10484,EAPP
10485,SDPR
10486,PREP
10487,TLN1
10488,SLC6A3
10489,NOS3
10490,IKBKE
10491,KLC2
10492,TCHH
10493,GMPPA
10494,ADAMTS17
10495,ERI3
10496,C10orf131
10497,CCL27
10498,GP9
10499,ABHD10
10500,IFITM5
10501,C21orf37
10502,CLCN3
10503,TRAPPC2L
10504,KCNMB1
10505,ARSG
10506,MRPL23
10507,CDH23
10508,UBN1
10509,CHCHD7
10510,CYP2A7
10511,GLTPD2
10512,MDFIC
10513,NR2C1
10514,FARSB
10515,AK3
10516,C22orf43
10517,NR1I3
10518,SNX11
10519,BFAR
10520,FBLL1
10521,INO80B
10522,ACVR1B
10523,RGPD6
10524,SMCP
10525,LGALSL
10526,ZNF420
10527,ALB
10528,CSNK1A1
10529,OMD
10530,RIPK3
10531,SDHA
10532,GPN2
10533,ZGLP1
10534,C4orf36
10535,LRPAP1
10536,ADRB2
10537,TYK2
10538,DDX50
10539,METTL7B
10540,DEFB116
10541,SLC1A4
10542,SPESP1
10543,RAB33A
10544,SRC
10545,WFIKKN1
10546,SERPINB2
10547,HOXC8
10548,NHLRC1
10549,SEMG1
10550,SPATA31A5
10551,ZNF440
10552,CCDC97
10553,AKR1E2
10554,AQP7
10555,TRMT61B
10556,ACTR3
10557,FUCA1
10558,YAE1D1
10559,FCER1G
10560,LIMS1
10561,UBE2A
10562,CLCN2
10563,RP11-724O16.1
10564,MAVS
10565,MCTS1
10566,BPIFA1
10567,MFN1
10568,ZWINT
10569,RAB19
10570,RPS26
10571,MED19
10572,LGALS3
10573,MLC1
10574,ZNF492
10575,GLOD4
10576,PYGO2
10577,UBE3A
10578,ADAD1
10579,LRP11
10580,AL161915.1
10581,RBM33
10582,MSRB3
10583,SH3RF1
10584,PCDHB1
10585,HIST1H3I
10586,ARNT2
10587,PIR
10588,SLITRK5
10589,CCDC71L
10590,CENPM
10591,C19orf48
10592,CHRAC1
10593,C2orf62
10594,COPS8
10595,HIGD1C
10596,SIPA1L2
10597,CCDC74B
10598,UBASH3A
10599,FARS2
10600,SF3B1
10601,KRTAP12-2
10602,USP50
10603,INTS2
10604,QRICH2
10605,EPPIN
10606,ITIH3
10607,SP110
10608,CTD-2021H9.3
10609,CXCL13
10610,MYT1
10611,PXT1
10612,MT1A
10613,CDKL2
10614,GJB4
10615,ZFP91-CNTF
10616,TYR
10617,ELMO1
10618,ZNHIT3
10619,SLC7A7
10620,H1FOO
10621,BDH1
10622,PGPEP1
10623,SMAD6
10624,GPR162
10625,CCL23
10626,TSPAN32
10627,TP53BP1
10628,TMEM194A
10629,OR2T5
10630,DPYD
10631,MED27
10632,TMEM145
10633,WBSCR17
10634,NBR1
10635,ZNF620
10636,SPAG6
10637,RANBP10
10638,EML3
10639,MAGEA6
10640,SLC25A10
10641,GCOM1
10642,SGCE
10643,ANKUB1
10644,PLD4
10645,GPR17
10646,C9orf16
10647,VIM
10648,KCNJ16
10649,REST
10650,TRIM22
10651,FAM174A
10652,NRL
10653,CASP10
10654,HIPK4
10655,C10orf85
10656,ADAMTS16
10657,FAM25A
10658,ACADSB
10659,DPPA5
10660,TRAM2
10661,UBE4A
10662,KIAA0232
10663,SUMF2
10664,CNPY1
10665,SCGB1D2
10666,FUNDC1
10667,NAB2
10668,TAX1BP1
10669,CCDC66
10670,DHRS11
10671,GTF2F2
10672,METTL16
10673,CCNA1
10674,ZNF507
10675,CPE
10676,TNNT1
10677,SNRNP27
10678,MRPL32
10679,ZNF823
10680,FXYD2
10681,REEP2
10682,RNF219
10683,TESC
10684,KLRC4
10685,PRRC2C
10686,FAM213A
10687,TMEM222
10688,C3orf49
10689,LRRC8A
10690,CDIPT
10691,TSPAN13
10692,PDE9A
10693,NR4A2
10694,PROCR
10695,MRPL33
10696,ZNF630
10697,UHRF2
10698,ASB12
10699,WASF3
10700,NBEA
10701,CCDC62
10702,SIX2
10703,CKAP2L
10704,BECN1
10705,PTRHD1
10706,RNF13
10707,ENG
10708,ZC3H13
10709,CDCA2
10710,UPK1B
10711,C14orf80
10712,PRDM10
10713,ZIC1
10714,CTD-2510F5.6
10715,CWC22
10716,HDHD2
10717,FAM194B
10718,POU2F2
10719,STARD4
10720,ABTB1
10721,SLC22A11
10722,C2orf53
10723,KIAA0753
10724,ZNF280C
10725,MBOAT1
10726,KLC1
10727,AGTPBP1
10728,PBX3
10729,RNF11
10730,RSPO2
10731,IL7R
10732,ACOX2
10733,HOXC9
10734,GDI2
10735,SELO
10736,HIST1H3D
10737,GCNT4
10738,ATP9A
10739,MPDZ
10740,FLNA
10741,DNALI1
10742,TMEM260
10743,KRT9
10744,ADAMTSL4
10745,PF4V1
10746,LINC00923
10747,PNCK
10748,FGFR1OP2
10749,TLE1
10750,PPARGC1A
10751,S100PBP
10752,TNKS1BP1
10753,NUDT22
10754,TBCA
10755,POLR2C
10756,FAM20C
10757,U2AF1
10758,STK17B
10759,RCE1
10760,PIF1
10761,KRTAP10-6
10762,PITRM1
10763,IL31RA
10764,TRAK2
10765,PLA2G6
10766,CNNM2
10767,FSHB
10768,C5orf42
10769,UTS2R
10770,SPIN3
10771,SMG6
10772,LNP1
10773,STMN1
10774,PSMA5
10775,MCAT
10776,PRKAB1
10777,FAM89B
10778,ZNF229
10779,ZBTB1
10780,MALL
10781,ITPR2
10782,HIAT1
10783,PTPRF
10784,SIRPB2
10785,SPATA17
10786,SULT1C3
10787,PTGES3
10788,C18orf25
10789,NAIP
10790,ZNF43
10791,CDH1
10792,CHIA
10793,BASP1
10794,YDJC
10795,CHST4
10796,C11orf63
10797,NDUFA3
10798,LCN15
10799,TSTD1
10800,PXMP2
10801,PDCL3
10802,TAPBP
10803,MKRN3
10804,MKL2
10805,LRCH4
10806,PRR3
10807,SURF2
10808,SACS
10809,DIO3
10810,C11orf34
10811,ARF5
10812,WASF1
10813,CSNK2B-LY6G5B-1181
10814,C19orf82
10815,HBA2
10816,TAB3
10817,TMEM214
10818,GALR1
10819,IL17RB
10820,PGAP2
10821,RNF34
10822,SAFB2
10823,C4A
10824,LRRC37A3
10825,CSPG4
10826,PRAMEF2
10827,TTC6
10828,RP11-500M8.7
10829,FAM64A
10830,GALK1
10831,ZNF511
10832,C16orf11
10833,GPATCH11
10834,SRRM1
10835,INTS10
10836,STARD13
10837,MOB3A
10838,DPCR1
10839,SLC29A2
10840,GPBP1
10841,ACSS1
10842,NAP1L3
10843,LINGO4
10844,FSCN1
10845,ULBP3
10846,FOXD1
10847,METAP2
10848,KIAA0319L
10849,CYC1
10850,HCST
10851,AC012123.1
10852,USH1G
10853,RTKN2
10854,MSX1
10855,TMED2
10856,CDH11
10857,SNPH
10858,TRIM34
10859,PRR15L
10860,MED1
10861,ZNF703
10862,KRT33A
10863,TTN
10864,PAMR1
10865,ZNF600
10866,HCCS
10867,SERPINB13
10868,PCDHGB4
10869,SNAP23
10870,ALG8
10871,MET
10872,GTF3C1
10873,RASSF6
10874,MYLPF
10875,KAT8
10876,AC018867.2
10877,NAA25
10878,C19orf80
10879,ABL1
10880,CHAC2
10881,KCNN1
10882,PLEKHF1
10883,SLC6A8
10884,HSF2
10885,CEP120
10886,FOXS1
10887,PCDHA5
10888,NARF
10889,CNST
10890,DPM1
10891,DPPA4
10892,C7orf31
10893,NRAS
10894,DMBX1
10895,TSPY3
10896,SLC18B1
10897,GMFG
10898,HIVEP1
10899,AL163636.6
10900,GAN
10901,DHRS12
10902,PAN3
10903,GLRX2
10904,ZNF813
10905,FAM184A
10906,SPIRE2
10907,AL031666.2
10908,ARVCF
10909,ZNF561
10910,IL1R1
10911,KLK7
10912,VSIG10
10913,RYK
10914,EDN3
10915,RPS3
10916,RP9
10917,RP11-272B17.2
10918,YWHAE
10919,KRTAP2-1
10920,CMTM1
10921,CYYR1
10922,KCNJ12
10923,ANKRD26
10924,CDH26
10925,PSAT1
10926,HIST1H2BL
10927,MAMLD1
10928,SHC3
10929,PPP2R4
10930,MARCKSL1
10931,RPL29
10932,DNAAF2
10933,KLF10
10934,SGTB
10935,KANK4
10936,FAM171A1
10937,SP1
10938,ZFYVE27
10939,CHMP6
10940,STAG1
10941,TPM4
10942,NOV
10943,VSTM2B
10944,VTN
10945,ARL3
10946,AAR2
10947,SSU72
10948,CPLX3
10949,CLVS2
10950,DNAJC17
10951,UBE2D3
10952,PSG1
10953,GSG1L
10954,TRAK1
10955,ZNF385B
10956,ZNF100
10957,SCHIP1
10958,GPR125
10959,ZNF35
10960,VILL
10961,RHOT2
10962,SH2B2
10963,ZNF226
10964,SLC43A1
10965,FUT2
10966,KBTBD13
10967,ZNF692
10968,ZKSCAN5
10969,FGGY
10970,PPM1L
10971,COLEC11
10972,PBX2
10973,ENPP7
10974,SRRM4
10975,FAM214A
10976,DISC1
10977,MBOAT7
10978,KRT40
10979,CLEC6A
10980,SNAI2
10981,FAAH2
10982,C2orf16
10983,GM2A
10984,CYTH2
10985,PGLYRP1
10986,PKHD1
10987,PABPC3
10988,RFX7
10989,LTV1
10990,TM6SF1
10991,EIF2B3
10992,TEX28
10993,TTK
10994,FLG
10995,FBRS
10996,FGF1
10997,MYO15A
10998,L3MBTL2
10999,ATMIN
11000,PCDHGA7
11001,PCDHA4
11002,N6AMT1
11003,DBN1
11004,FRMPD1
11005,RP13-996F3.4
11006,FOPNL
11007,ETS1
11008,MAP2K3
11009,MAGOHB
11010,STXBP1
11011,RIMBP3C
11012,SDR39U1
11013,ST8SIA1
11014,TMEM139
11015,DRC1
11016,SEC61B
11017,DAZ4
11018,CEP89
11019,FDXACB1
11020,ATP5I
11021,DUT
11022,GLTSCR1
11023,C2orf40
11024,AP2A1
11025,MAN1A2
11026,FREM1
11027,SCAI
11028,KLHL14
11029,VIL1
11030,ABI1
11031,LDOC1
11032,BZW2
11033,CHPF
11034,MARVELD1
11035,NBPF6
11036,STARD10
11037,PPP1R11
11038,RAC2
11039,DCDC1
11040,TG
11041,NABP2
11042,CTD-3105H18.18
11043,POLR3K
11044,TMBIM6
11045,VSX1
11046,COL24A1
11047,GSK3A
11048,FAM43A
11049,KLF17
11050,MUC5AC
11051,SPCS2
11052,ZNF224
11053,CSH2
11054,HES7
11055,SPP2
11056,ITSN1
11057,GPC6
11058,CNBP
11059,GOLGA8B
11060,CDK5RAP2
11061,PPIAL4D
11062,ZNF749
11063,C10orf76
11064,RP11-701P16.2
11065,PHKA2
11066,EXD1
11067,NSUN5
11068,TUBB4A
11069,FAM134B
11070,PDP1
11071,IL17C
11072,IQCK
11073,ADCY8
11074,SKOR1
11075,DHX58
11076,ASCC3
11077,DBF4B
11078,BMP6
11079,MYC
11080,CAMSAP2
11081,RAB23
11082,OLR1
11083,RPS23
11084,LGALS2
11085,MS4A2
11086,TNFRSF21
11087,LRRC15
11088,ADGB
11089,USP25
11090,MDM4
11091,MBIP
11092,SH2D5
11093,DYM
11094,WFIKKN2
11095,GNRH1
11096,SLC4A4
11097,LRRC49
11098,C17orf58
11099,AC019294.1
11100,CXCR3
11101,FAM211A
11102,GPR37L1
11103,OSCP1
11104,RP11-133K1.2
11105,AL021546.6
11106,DUSP8
11107,CHGA
11108,AIM1
11109,NAV1
11110,MT1X
11111,SLC2A8
11112,RIPK4
11113,PEX3
11114,EBF3
11115,CTD-2600O9.1
11116,DHODH
11117,NINJ1
11118,COMMD8
11119,CCDC178
11120,POU3F1
11121,ARPC4-TTLL3
11122,EXOSC10
11123,AL590452.1
11124,WNT3
11125,ADRBK1
11126,NOL8
11127,PAIP1
11128,SLC22A6
11129,MRTO4
11130,PLA2G2A
11131,RPP14
11132,ATP2A1
11133,LGALS9B
11134,C21orf62
11135,TMSB10
11136,TMEM255A
11137,NR3C1
11138,SERPINB3
11139,ZNRF1
11140,IGSF8
11141,ZFP91
11142,GRM1
11143,SMPDL3B
11144,FAT4
11145,IGFALS
11146,BDH2
11147,RHOD
11148,ZBTB9
11149,RPL21
11150,TAF1D
11151,HACL1
11152,DEDD2
11153,GLIPR1L2
11154,RFPL1
11155,TMEM60
11156,PRR23A
11157,PELO
11158,KCNN4
11159,AL020996.1
11160,FLJ00104
11161,RALGAPA2
11162,MAGEH1
11163,SLC25A29
11164,TBC1D9B
11165,XPR1
11166,QDPR
11167,OSBPL6
11168,PUS1
11169,STK38L
11170,KIF17
11171,APPL2
11172,NAT2
11173,KIF2B
11174,TXNIP
11175,NPBWR1
11176,LYRM7
11177,CCDC151
11178,JPH3
11179,RP11-159D12.5
11180,WDR48
11181,USP32
11182,SLC27A1
11183,TMEM56
11184,RP11-861L17.3
11185,CINP
11186,FAM124A
11187,NAT14
11188,RPF2
11189,MARCH7
11190,YKT6
11191,GFER
11192,DCTN5
11193,OR2B6
11194,C7orf66
11195,SEMA3F
11196,CCDC140
11197,FGB
11198,PLOD3
11199,KLK1
11200,GON4L
11201,ZNF208
11202,OR2H2
11203,SLC26A5
11204,ZCCHC11
11205,MTSS1
11206,IL3RA
11207,TCL1B
11208,POLR2J
11209,CHRNE
11210,ABHD11
11211,UBE2K
11212,EMILIN3
11213,PPP3CC
11214,ACO1
11215,PLGLB1
11216,HOOK2
11217,EIF3A
11218,PISD
11219,PPIP5K1
11220,NMRK1
11221,H2AFV
11222,ACAN
11223,OTOG
11224,RAB11FIP1
11225,POU6F1
11226,NR5A2
11227,IFNL3
11228,CPA4
11229,ZNF235
11230,NFYB
11231,MEFV
11232,KLRC2
11233,FAM78A
11234,CNN2
11235,PSG6
11236,CDK20
11237,HIST2H2AC
11238,SLC17A8
11239,SLC25A42
11240,ARF4
11241,PEX5L
11242,DSN1
11243,SV2A
11244,ARPC1A
11245,TWIST2
11246,LSM3
11247,ORM1
11248,C1orf61
11249,PAQR5
11250,RAB3B
11251,HIC1
11252,TNPO1
11253,TEAD1
11254,ORAI1
11255,AWAT2
11256,GABRR2
11257,APOC4
11258,HSD17B3
11259,COL9A1
11260,SPRYD7
11261,CHRNA10
11262,PBX1
11263,PPP1CB
11264,SDR42E1
11265,KCTD11
11266,WNT11
11267,SMARCAL1
11268,ARPC3
11269,AL627171.2
11270,RBM23
11271,ICOS
11272,MAFB
11273,ERAS
11274,THOC7
11275,PROCA1
11276,RAD23A
11277,DTX1
11278,MAL
11279,IGLL1
11280,BLVRA
11281,SLC7A6OS
11282,SLC34A3
11283,ATP2B3
11284,ZSCAN12
11285,YAF2
11286,DHX34
11287,C22orf42
11288,TPI1
11289,PDCD2L
11290,CARD18
11291,AQP10
11292,TRIM49B
11293,PRX
11294,ANXA11
11295,FYTTD1
11296,LRP8
11297,AL132989.1
11298,REPS2
11299,AL356356.1
11300,OLFM1
11301,C9orf116
11302,NUP85
11303,TMEM150A
11304,IL15RA
11305,DLL3
11306,C2orf88
11307,ART1
11308,OR2T8
11309,KRT25
11310,RP11-603J24.9
11311,PRRC2B
11312,ACOT7
11313,METTL8
11314,TBL2
11315,BOLA3
11316,CISD2
11317,AC139426.2
11318,ACSS2
11319,IL13RA1
11320,ENTPD6
11321,TP53TG3
11322,NOP58
11323,GJC3
11324,ZBTB10
11325,ATP5J2-PTCD1
11326,ACAT2
11327,DVL3
11328,AC092291.2
11329,HESX1
11330,MS4A6E
11331,KANSL1
11332,RALGDS
11333,AL365202.1
11334,TTC22
11335,CEACAM7
11336,RAMP3
11337,FOLR3
11338,AKAP5
11339,ARF1
11340,TUSC2
11341,HERC3
11342,PRIMA1
11343,IRF6
11344,SLC6A1
11345,TMEM14B
11346,RP11-399J13.3
11347,COL21A1
11348,RP11-770J1.5
11349,RRP15
11350,PSTK
11351,NUP153
11352,G3BP1
11353,TRIM33
11354,FAM122B
11355,XXbac-BPG181M17.5
11356,SCFD2
11357,CYBRD1
11358,KPTN
11359,TSHZ1
11360,CSNK1G3
11361,CHD5
11362,STMN3
11363,KIAA1429
11364,PLCL2
11365,DIS3
11366,BCL2L2
11367,CRX
11368,COMMD2
11369,METTL6
11370,LTBP2
11371,NUPL1
11372,SIRT4
11373,POLD4
11374,UQCRQ
11375,KRTAP12-3
11376,HRAS
11377,SCYL2
11378,TRPV4
11379,FAM118B
11380,IRX2
11381,ARHGEF15
11382,ZNF135
11383,NLGN1
11384,RAVER1
11385,ITGB3BP
11386,DAZL
11387,FANCI
11388,GPR32
11389,TPD52L1
11390,ZNF286A
11391,C2orf54
11392,DYNC1I1
11393,TBC1D25
11394,USP39
11395,CREG2
11396,CWC25
11397,LRRC16A
11398,RDH12
11399,HSD17B4
11400,RPUSD2
11401,TRNAU1AP
11402,LIPC
11403,GALNTL6
11404,ATF3
11405,TYW1
11406,CHRNB2
11407,MFSD10
11408,ASPA
11409,HMX1
11410,AFF1
11411,NOP16
11412,GAPDH
11413,ANKS6
11414,GAL3ST4
11415,PDIA4
11416,GOLGA8F
11417,FAM9C
11418,ACY1
11419,IL9R
11420,GLRX5
11421,TIE1
11422,C2orf48
11423,POLR2I
11424,HELZ
11425,PTER
11426,MALSU1
11427,QPRT
11428,MUC8
11429,BCL7A
11430,EN1
11431,MEX3A
11432,REV1
11433,FAM193B
11434,CCL15-CCL14
11435,TRERF1
11436,ABT1
11437,TACO1
11438,ANKRD46
11439,AGPS
11440,NME3
11441,GP6
11442,PSEN1
11443,ETV6
11444,TMEM218
11445,SPRTN
11446,ARL17B
11447,C16orf86
11448,TCEAL3
11449,ZNF124
11450,LMO2
11451,NECAP2
11452,TP53TG5
11453,UBE2L6
11454,ZC2HC1C
11455,HLA-C
11456,KRT7
11457,HERC5
11458,IL11RA
11459,IL17RD
11460,C7orf69
11461,TRIM3
11462,ZMAT2
11463,KANSL3
11464,SERTM1
11465,FZD10
11466,POLL
11467,FAH
11468,DUSP26
11469,ATG9A
11470,PRB3
11471,TRIM49
11472,NSMCE1
11473,COMP
11474,ZDHHC23
11475,NPHP3
11476,TPM3
11477,C12orf44
11478,ITGAV
11479,GLUL
11480,RHOJ
11481,TECTA
11482,RP11-315D16.2
11483,CLDN19
11484,KLHDC9
11485,RP11-156P1.2
11486,GPX1
11487,LMBRD2
11488,PRCD
11489,SPRR4
11490,XKR9
11491,BRINP3
11492,CORO1C
11493,TUBA8
11494,HDGFRP2
11495,HDAC10
11496,NECAB3
11497,OTX1
11498,RPL30
11499,DYNLT3
11500,FRG1B
11501,RBM14
11502,ZIC2
11503,KDM5A
11504,KIAA1456
11505,ARHGAP11B
11506,SFTPB
11507,CCDC84
11508,FBXO42
11509,FAM193A
11510,INSIG1
11511,RPA4
11512,DLX3
11513,KIAA1211L
11514,TRIM36
11515,BNIPL
11516,TMEM64
11517,MOGAT1
11518,POU4F3
11519,PHOX2A
11520,TDRD1
11521,RNF6
11522,PRR24
11523,ECHDC2
11524,KCNK6
11525,C3orf17
11526,MCCC1
11527,RNMTL1
11528,LHX8
11529,PIK3R5
11530,FAM195A
11531,OXER1
11532,CDS2
11533,PGRMC1
11534,EDEM2
11535,OR1J4
11536,MYCBP
11537,PSPC1
11538,DLK2
11539,MS4A4A
11540,TRIB1
11541,AC006132.1
11542,ACTL7A
11543,KCNJ5
11544,TJP3
11545,TNNT3
11546,BSCL2
11547,DUS2
11548,UBE3C
11549,RPUSD3
11550,C1orf194
11551,ZNF711
11552,WWP2
11553,KLHL31
11554,ANXA9
11555,BZW1
11556,CELF2
11557,ALDH3A1
11558,PODXL
11559,FIS1
11560,CBWD3
11561,ST3GAL6
11562,CBX4
11563,KLF7
11564,SPECC1L
11565,UBR2
11566,TEP1
11567,TMEM91
11568,MLANA
11569,BRCA2
11570,ABCC2
11571,VWC2
11572,GRWD1
11573,MCF2L
11574,PHF14
11575,HHAT
11576,UPK1A
11577,NLRC4
11578,FER
11579,GOLGA8A
11580,DUSP19
11581,SPATC1L
11582,TOB2
11583,BSDC1
11584,FUS
11585,HOXA1
11586,CDC40
11587,AWAT1
11588,SHKBP1
11589,COPS7A
11590,FBXO2
11591,HGFAC
11592,PADI1
11593,TRMT13
11594,SAMD4B
11595,ANKEF1
11596,MYL2
11597,RP11-321N4.5
11598,ZDHHC3
11599,MBP
11600,MYH14
11601,AHSG
11602,ZAR1
11603,KLF4
11604,IFNLR1
11605,FYN
11606,STEAP2
11607,TULP3
11608,SURF4
11609,DAP
11610,LGR5
11611,FAM114A1
11612,ATP6V1G2-DDX39B
11613,ZNF331
11614,SCLY
11615,RP11-458D21.5
11616,SNRPN
11617,PSG8
11618,DNAI1
11619,DDX27
11620,SEPT4
11621,MCF2L2
11622,DRAM1
11623,C1orf229
11624,CBR3
11625,ZNF581
11626,FDFT1
11627,PERP
11628,NKD2
11629,DEFA1
11630,HSPA2
11631,C10orf67
11632,IL6
11633,WHSC1
11634,CYB5R2
11635,ZNF454
11636,C5orf27
11637,EPHA7
11638,FAM72A
11639,CALCB
11640,PPIL2
11641,LUC7L
11642,AC008964.1
11643,ZFP37
11644,CKAP4
11645,B3GALNT2
11646,C9orf147
11647,MIDN
11648,ACOT1
11649,DBNDD2
11650,TAS2R19
11651,GPHA2
11652,MSANTD1
11653,GPR124
11654,MBD3L4
11655,CTC-479C5.12
11656,GPR63
11657,FGF16
11658,MRPL39
11659,AC106876.2
11660,DUSP23
11661,AASDH
11662,DPH3
11663,ZNF419
11664,NBPF14
11665,PBOV1
11666,IL9
11667,FAM21A
11668,ARSB
11669,ANKRD18A
11670,SYDE2
11671,FDCSP
11672,ESYT3
11673,TRIM42
11674,UNC93B1
11675,GATAD1
11676,AC074091.13
11677,C1orf86
11678,MRPL30
11679,CTC-260F20.3
11680,WDR63
11681,IL10RA
11682,SCGB2A1
11683,NOP56
11684,BCCIP
11685,MECR
11686,NFIC
11687,SOX7
11688,C1orf234
11689,NAP1L1
11690,TOR1A
11691,FAM180A
11692,PKHD1L1
11693,MCEE
11694,SLC23A2
11695,PSMD4
11696,BEND4
11697,GGCX
11698,NUP210L
11699,MOB1A
11700,KRTAP24-1
11701,DIO1
11702,KHDC3L
11703,CIDEB
11704,KLK3
11705,KCTD14
11706,DGKQ
11707,SERTAD2
11708,SRSF10
11709,AFG3L2
11710,LHFPL2
11711,UNC80
11712,ZNF189
11713,TCERG1L
11714,GIMAP1
11715,GNPDA1
11716,ARTN
11717,AKR1CL1
11718,KCNQ4
11719,SPANXN1
11720,HIST2H2AA4
11721,AZU1
11722,SMU1
11723,FAM150B
11724,NCKAP1L
11725,ZKSCAN3
11726,LMF2
11727,EPCAM
11728,DLEC1
11729,SOX18
11730,ITK
11731,FOXJ3
11732,KAT5
11733,AES
11734,ANXA7
11735,CSGALNACT1
11736,TRIM73
11737,SPOP
11738,ZNF337
11739,TNFRSF18
11740,TFF2
11741,EIF4B
11742,BTK
11743,GIGYF1
11744,SYNJ2
11745,HOXC11
11746,PGAM2
11747,CLEC18C
11748,LOX
11749,GCM1
11750,ACAD8
11751,LENG1
11752,AC024940.1
11753,ARHGAP15
11754,S100A4
11755,LAMC2
11756,BCKDK
11757,ROBO3
11758,TRAF1
11759,UBE3D
11760,SOAT2
11761,TRIM55
11762,ORAI2
11763,RP11-1220K2.2
11764,DCUN1D1
11765,PPIE
11766,WDR87
11767,PROX1
11768,CCR2
11769,ING2
11770,BHLHE40
11771,CALY
11772,MUC19
11773,HINT2
11774,KLHL30
11775,MTRNR2L9
11776,CENPQ
11777,EPDR1
11778,CALN1
11779,LUM
11780,SPANXA2
11781,KIAA0355
11782,PLEKHG4
11783,TMEM50A
11784,COQ9
11785,CTC1
11786,RBM5
11787,TXNRD3NB
11788,SMURF2
11789,ANGPTL1
11790,OBP2A
11791,MFSD9
11792,PPP1CC
11793,FLAD1
11794,TTC21B
11795,C2orf47
11796,GIT1
11797,DPAGT1
11798,KRT222
11799,MICAL1
11800,PINLYP
11801,TAF7L
11802,HSPB1
11803,PLEKHN1
11804,C9orf64
11805,C9orf153
11806,C14orf1
11807,RPS17
11808,PIH1D1
11809,ATP10D
11810,C9orf114
11811,ITCH
11812,SHISA3
11813,GPS1
11814,PI4KA
11815,SMAP2
11816,HIST1H4L
11817,C10orf107
11818,SNF8
11819,SBNO1
11820,DNAJC6
11821,ATP6V0C
11822,IDNK
11823,ZSCAN25
11824,BABAM1
11825,INADL
11826,IER5
11827,AGR2
11828,SLC32A1
11829,FBL
11830,ZNF467
11831,ZNF101
11832,KRTAP5-9
11833,MROH7-TTC4
11834,NXPH3
11835,GAGE2D
11836,PHB
11837,FAM115C
11838,RFWD3
11839,C17orf97
11840,ASPN
11841,CDC123
11842,RASA1
11843,PDLIM4
11844,OR10S1
11845,SDHC
11846,MTMR14
11847,TRPT1
11848,MTMR7
11849,HEATR1
11850,FAM162B
11851,SREBF2
11852,TJP2
11853,AC073342.1
11854,TMPRSS7
11855,PAQR3
11856,TPRKB
11857,TCTA
11858,C20orf24
11859,TIMM17A
11860,L1CAM
11861,LDB2
11862,TMEM249
11863,ZNF664
11864,REL
11865,ST7L
11866,C15orf62
11867,HIGD1B
11868,KCNA2
11869,AS3MT
11870,POU5F1
11871,THPO
11872,UNKL
11873,OR5K2
11874,CAMK2B
11875,NBPF4
11876,OCSTAMP
11877,NDUFA11
11878,NRBP2
11879,CCDC110
11880,C2CD4C
11881,GPR157
11882,PACRGL
11883,SYNJ2BP
11884,RASA4
11885,DIDO1
11886,TP53TG3B
11887,OXLD1
11888,SPAG17
11889,MRPL41
11890,PLEKHM3
11891,BAAT
11892,SLFN12
11893,UCHL5
11894,IFNE
11895,SSBP3
11896,VPREB3
11897,HS1BP3
11898,GPNMB
11899,SLC22A7
11900,PLD3
11901,IGFBPL1
11902,FGD5
11903,ADAMTS14
11904,ALKBH5
11905,RIPPLY3
11906,HLA-DRB5
11907,LAMA4
11908,HBD
11909,PRPSAP2
11910,ATP11B
11911,ATAD3B
11912,CES2
11913,FAM46C
11914,PSPH
11915,PCDHB4
11916,CPNE8
11917,LYST
11918,RP1-309K20.6
11919,CASD1
11920,TNFRSF25
11921,FCRLB
11922,WDFY3
11923,SPANXA1
11924,TMEM184B
11925,NSUN7
11926,CD40LG
11927,C6orf99
11928,NLGN4Y
11929,NXT2
11930,GPR50
11931,EMILIN2
11932,CTNNA2
11933,MRPS28
11934,CYB5R4
11935,CIT
11936,TTYH3
11937,FGF3
11938,MAP3K7
11939,AC007382.1
11940,KCTD21
11941,BLNK
11942,SLN
11943,DDX3X
11944,RNF7
11945,PAX7
11946,NTRK3
11947,TSC22D1
11948,ZMIZ1
11949,PARD3
11950,SETD4
11951,ALAS1
11952,PNMA3
11953,FOXL2
11954,TSR2
11955,RTN4
11956,POLR2F
11957,CMAS
11958,WI2-3308P17.2
11959,KIF5B
11960,JRKL
11961,RCAN3
11962,ENO1
11963,CYP2E1
11964,STAP2
11965,CTAGE6
11966,ZNF8
