,Hugo_Symbol
5584,LRRC57
5585,GPR137
5586,GRHL3
5587,ETFB
5588,KIAA1407
5589,UGT1A5
5590,ZNF329
5591,TMEM52
5592,PSD4
5593,LHX4
5594,GRSF1
5595,KRT13
5596,DNAJA3
5597,MRPL20
5598,SMOX
5599,RAP1GDS1
5600,STK11
5601,PCSK4
5602,TMEM31
5603,TRIM11
5604,RBBP8
5605,DNAH10
5606,FEZF1
5607,LTF
5608,PMCH
5609,PRPF31
5610,CER1
5611,AFTPH
5612,CLEC4D
5613,DDX39A
5614,UBQLN2
5615,MBTD1
5616,OGFOD3
5617,SIRPD
5618,PTBP2
5619,PPP1R3D
5620,PRR5L
5621,ELAVL3
5622,ZNF311
5623,USP8
5624,PBDC1
5625,PREX1
5626,EPB41
5627,TRIM39
5628,WNT5B
5629,ZNF878
5630,CTSS
5631,HLA-A
5632,TMEM151A
5633,GSN
5634,ABI2
5635,ANKRD33
5636,RRM2
5637,STRIP1
5638,OLIG1
5639,TRPM3
5640,PABPC4
5641,LIN7C
5642,MBD3L2
5643,LRFN1
5644,SOGA3
5645,CARD14
5646,FAM160B2
5647,TANC2
5648,TSPAN5
5649,MIPEP
5650,PZP
5651,CASP7
5652,CXXC11
5653,CDC37L1
5654,MSH5
5655,DERL3
5656,GMFB
5657,FBXL13
5658,SF3B3
5659,COA4
5660,CDC37
5661,ZNF131
5662,GOLPH3L
5663,CHRNA7
5664,CREG1
5665,CYP7B1
5666,ALG13
5667,NUDT18
5668,SLC25A41
5669,SPN
5670,NFAT5
5671,FSD2
5672,FOXD4L3
5673,AMBN
5674,MICALL1
5675,TRIM67
5676,FBXW8
5677,FAN1
5678,RP11-12J10.3
5679,TTC9
5680,LINC00998
5681,DTHD1
5682,KIAA0226L
5683,PNPLA8
5684,FECH
5685,CAPN13
5686,RIMS1
5687,RBM26
5688,C2orf74
5689,SUPT6H
5690,UNC93A
5691,ZNF614
5692,ARL17A
5693,FMO6P
5694,OLFM3
5695,LRRC30
5696,MYLIP
5697,FAM19A2
5698,TMCC2
5699,GRM5
5700,LRRC27
5701,FABP9
5702,NDRG4
5703,STK19
5704,TMEM117
5705,LRRC18
5706,GOLGA8K
5707,AC144568.2
5708,PARP11
5709,ADIPOQ
5710,XKR7
5711,PGAP1
5712,TOMM40L
5713,MAPK1
5714,CXCR6
5715,ZNF321P
5716,GAS2L3
5717,CLPB
5718,DEFA6
5719,P2RY10
5720,TRIM66
5721,EPB41L4A
5722,LY6G6F
5723,CAST
5724,LRRTM3
5725,RP11-295P9.3
5726,IRS2
5727,FAM81A
5728,CST4
5729,GNL2
5730,PAGE4
5731,GAGE12F
5732,CTD-3193O13.9
5733,DAZ1
5734,PSD3
5735,IER3IP1
5736,CCDC160
5737,PDX1
5738,TRIM56
5739,WIPI2
5740,ZC2HC1A
5741,LSM11
5742,SLC45A2
5743,PARD6G
5744,FBXW12
5745,SPRYD3
5746,TSPY10
5747,SMAD1
5748,UBL3
5749,FAM13B
5750,C9orf50
5751,FAM207A
5752,HDAC11
5753,MAGEE2
5754,OCIAD1
5755,ZNF81
5756,PHF3
5757,MTPN
5758,ZNF514
5759,CLCF1
5760,MIEF1
5761,IFT57
5762,TCF7
5763,SCAF11
5764,TCP10L
5765,ANO1
5766,DUSP7
5767,KIAA1211
5768,PLEKHG6
5769,RETN
5770,GLUD1
5771,CDCA3
5772,CTRB1
5773,TFEC
5774,RNF138
5775,PLIN3
5776,MEF2C
5777,GGNBP2
5778,TEX13B
5779,MRPL50
5780,NCAPG
5781,ALOX5AP
5782,COX6A1
5783,SHOC2
5784,ATP6V0A1
5785,PROB1
5786,RSBN1L
5787,SEP15
5788,CPSF7
5789,ARL8B
5790,PYGM
5791,BAIAP3
5792,C12orf50
5793,B4GALT5
5794,KIF1C
5795,ITPRIPL2
5796,THAP1
5797,TTC16
5798,SPOPL
5799,ANKRD44
5800,AC107021.1
5801,ANAPC7
5802,MBNL3
5803,RP11-468E2.4
5804,GPR146
5805,FMNL3
5806,ABHD14B
5807,DBNL
5808,WFDC1
5809,NFAM1
5810,CD3D
5811,ENTPD4
5812,C11orf72
5813,LRRC46
5814,NEK4
5815,PARP9
5816,NLRP6
5817,SAMD8
5818,KRT83
5819,GXYLT1
5820,COLCA1
5821,GCNT6
5822,ADCYAP1
5823,KRT17
5824,DYNC1LI1
5825,NRG4
5826,VTCN1
5827,PYROXD1
5828,NPL
5829,ZNF3
5830,TMEM182
5831,APP
5832,SOX5
5833,ZNF532
5834,TRIM2
5835,C9orf43
5836,KCNE1
5837,NFRKB
5838,PCNX
5839,POMC
5840,OR6C70
5841,ASNS
5842,OR2L3
5843,PDCL2
5844,AC007431.1
5845,OR1K1
5846,PRAMEF11
5847,CACNB1
5848,IRF2
5849,CWH43
5850,C1orf146
5851,MS4A3
5852,ZNF613
5853,MOB4
5854,RAB18
5855,CHPT1
5856,RP11-41O4.1
5857,FAM117B
5858,ZBTB22
5859,WASL
5860,SPRY1
5861,DUSP9
5862,E2F1
5863,TMEM257
5864,ZNF865
5865,LRCH3
5866,SIGIRR
5867,B4GALT4
5868,TULP1
5869,MAP3K11
5870,KDM5C
5871,C2CD4D
5872,NFU1
5873,SMS
5874,OSTC
5875,SPON2
5876,MAPK8IP3
5877,HIF3A
5878,AGMAT
5879,AZI2
5880,DLGAP5
5881,LY75-CD302
5882,STMN4
5883,XAGE1B
5884,CCDC54
5885,PORCN
5886,MTX2
5887,SLC25A4
5888,HIST1H4J
5889,C20orf85
5890,MAP1LC3A
5891,SUSD5
5892,ULK4
5893,RREB1
5894,IGFBP5
5895,ALDH16A1
5896,TRIM31
5897,HERPUD2
5898,TMEM98
5899,LEMD2
5900,FLII
5901,LARP1
5902,RPP30
5903,RHAG
5904,S100A5
5905,RCOR3
5906,PAICS
5907,RASAL3
5908,TMEM158
5909,FST
5910,C6orf15
5911,STX19
5912,PARL
5913,TEKT1
5914,AEN
5915,FBXO7
5916,EFCAB12
5917,KRTAP4-12
5918,C1orf112
5919,MYH6
5920,RP11-382J12.1
5921,NXPH4
5922,HMGCLL1
5923,FAM129B
5924,HIST1H2AG
5925,RPF1
5926,RAB43
5927,LXN
5928,OSER1
5929,C1orf186
5930,FP15737
5931,SNUPN
5932,CETN2
5933,RRAGB
5934,TARBP1
5935,PCDHA9
5936,C1orf147
5937,GNAS
5938,ELOVL1
5939,CYP26A1
5940,E2F3
5941,GPAM
5942,ARMC7
5943,MTAP
5944,MESP1
5945,USP6NL
5946,OAF
5947,ANP32D
5948,FKBP1B
5949,C4orf21
5950,FMO1
5951,ROPN1L
5952,HAS3
5953,ELOVL7
5954,PRMT8
5955,GPR31
5956,PPIG
5957,GTSE1
5958,NXPE1
5959,KCTD8
5960,TBX5
5961,DDX46
5962,HSPB2
5963,TXNRD3
5964,PAGE1
5965,NUBP2
5966,TXN2
5967,SYNC
5968,PDE1A
5969,PMPCB
5970,ITPKB
5971,GEMIN7
5972,SLC6A5
5973,DYNC1I2
5974,TCEAL8
5975,IL23R
5976,PCDHGA5
5977,ZCCHC14
5978,CACNA1D
5979,GARNL3
5980,UBR3
5981,NAA10
5982,CERS6
5983,MDK
5984,IMPG2
5985,RPSAP58
5986,RNF175
5987,MZB1
5988,SPC24
5989,ZNF211
5990,DNAJC18
5991,TMEM110-MUSTN1
5992,ADO
5993,MAPKAPK5
5994,ZBTB41
5995,BBOX1
5996,NAGS
5997,TOM1L2
5998,MTA3
5999,COPS7B
6000,FSTL3
6001,DEPDC5
6002,EPS15L1
6003,JAKMIP3
6004,ZBTB24
6005,CPNE3
6006,SCIN
6007,ZSCAN29
6008,MAX
6009,CLPX
6010,MIF
6011,PP2D1
6012,ITLN1
6013,HNRNPA3
6014,HOXD8
6015,WNT2B
6016,HDGFRP3
6017,FAM46B
6018,ABI3BP
6019,CTNS
6020,TMEM200B
6021,FAM187A
6022,PRDM15
6023,PSMD3
6024,C10orf2
6025,RUFY2
6026,RFT1
6027,SLMAP
6028,COMMD4
6029,PRB2
6030,WDHD1
6031,RUNX3
6032,ZNF572
6033,TTF1
6034,INSL5
6035,CIC
6036,DYNC2H1
6037,COPZ1
6038,MRS2
6039,C6orf132
6040,MZT2B
6041,LPCAT3
6042,FAM129A
6043,CCDC117
6044,RHOH
6045,FGF13
6046,SOD3
6047,TRH
6048,AC132192.1
6049,C9orf85
6050,ARL6IP1
6051,ASH1L
6052,SLC25A22
6053,SLC35E3
6054,HCN2
6055,PLEKHA7
6056,SOGA1
6057,PPP1R3E
6058,BSPRY
6059,SRSF3
6060,BCKDHA
6061,WBP1
6062,STX1B
6063,STRIP2
6064,VWA9
6065,IL17REL
6066,C12orf76
6067,MUM1L1
6068,USP13
6069,ATP6V0D2
6070,ZPBP2
6071,MCM10
6072,FAM161B
6073,TAS2R5
6074,MFSD4
6075,SPINK13
6076,HPCAL4
6077,NFYA
6078,KLHL12
6079,SERPINE3
6080,GATA5
6081,KLKB1
6082,PID1
6083,FAM72C
6084,GLRA3
6085,ENDOG
6086,ZNF319
6087,PLXNC1
6088,SLC46A1
6089,IGSF22
6090,SOX17
6091,IL17RC
6092,LRRC71
6093,KPNA7
6094,EIF4EBP2
6095,OTUD7A
6096,CALM3
6097,FNDC3B
6098,SERP2
6099,CTCFL
6100,TRIM35
6101,GALNT7
6102,BMP7
6103,RPL26
6104,REP15
6105,LTA
6106,RAB11A
6107,PXDN
6108,CA10
6109,RAPGEF3
6110,SNRNP70
6111,HOXB4
6112,FAM78B
6113,ACOXL
6114,RTF1
6115,RP11-10J21.3
6116,ALDH2
6117,EEF1G
6118,EIF2S2
6119,PBX4
6120,AC006547.14
6121,PTPRC
6122,FKBP11
6123,BPIFA2
6124,CDKN2AIPNL
6125,VANGL1
6126,ZNF793
6127,TLL1
6128,C22orf34
6129,HIST2H4B
6130,FIG4
6131,CRKL
6132,ULBP1
6133,SPIB
6134,CCDC170
6135,CA4
6136,AIFM1
6137,NTNG1
6138,PAK3
6139,ITLN2
6140,PHF6
6141,CASP16
6142,UST
6143,KIFC3
6144,SNRPD2
6145,CELF5
6146,IZUMO4
6147,NIPAL1
6148,ARHGAP19
6149,CAPRIN2
6150,ZNF529
6151,DCD
6152,POC1A
6153,RBL1
6154,SLC17A3
6155,TAF9
6156,NCCRP1
6157,FAR1
6158,CTRB2
6159,FAM19A4
6160,LEO1
6161,GABBR2
6162,NFKBIL1
6163,XPO6
6164,FAM86B1
6165,NRROS
6166,SPATA24
6167,LHX5
6168,PLG
6169,XPNPEP1
6170,ABHD12
6171,CGB7
6172,F8
6173,SELRC1
6174,SLC25A33
6175,STX1A
6176,SYTL2
6177,CDK8
6178,HLA-DPA1
6179,PPP1R27
6180,FOXD4L1
6181,C15orf40
6182,CACNG8
6183,TTC39C
6184,PCIF1
6185,RP11-505K9.4
6186,SCAF8
6187,C7orf13
6188,KIAA0141
6189,ACSF2
6190,C15orf56
6191,OR1Q1
6192,SFXN2
6193,ZNF676
6194,SULT2B1
6195,GSTT1
6196,UBL7
6197,RUSC1
6198,RP11-1167A19.2
6199,KIF7
6200,PLA2G10
6201,SLC25A40
6202,ADAL
6203,SCRIB
6204,PXDNL
6205,LMNB2
6206,ZNF583
6207,EPOR
6208,CEACAM5
6209,CAMK2N2
6210,OR2L2
6211,TMEM30C
6212,NAMPTL
6213,FBRSL1
6214,CEP104
6215,FRS3
6216,AC017028.1
6217,ALOX15
6218,ADAMTS20
6219,ARHGAP42
6220,ADAM33
6221,AGFG1
6222,PRCC
6223,ERCC3
6224,C17orf104
6225,UQCRC2
6226,FBXL22
6227,C19orf59
6228,VWDE
6229,SNRPA
6230,TTC32
6231,DOCK5
6232,SLC13A4
6233,TSPAN15
6234,SGPL1
6235,COTL1
6236,AC025262.1
6237,NTM
6238,UBR1
6239,SYTL3
6240,PLCG2
6241,C19orf18
6242,NME5
6243,CUX2
6244,SLC6A20
6245,TRADD
6246,SLC4A1
6247,CCDC53
6248,UPF3B
6249,USP6
6250,LEPREL4
6251,C17orf89
6252,ST20-MTHFS
6253,C10orf53
6254,ZNF443
6255,KRBOX4
6256,KRTAP10-11
6257,ATR
6258,CCDC157
6259,GTF2E2
6260,PPP2R5E
6261,NDFIP1
6262,NXNL2
6263,ASB5
6264,AC112715.2
6265,NKAPL
6266,SLC52A2
6267,DNAJC14
6268,SV2C
6269,UQCRC1
6270,POFUT2
6271,MORC4
6272,SETD9
6273,COG4
6274,TRIM41
6275,SFMBT1
6276,ABHD8
6277,ZMYND19
6278,G3BP2
6279,PPP1R3F
6280,AL022328.1
6281,ZNF449
6282,INPP1
6283,MGAT4C
6284,RARS2
6285,LIN7A
6286,C14orf105
6287,TMEM41A
6288,AC016722.1
6289,PLEKHF2
6290,SLIT3
6291,CLN3
6292,MAP3K12
6293,MAPK1IP1L
6294,HLA-DRA
6295,HAUS3
6296,MUC6
6297,FAM149B1
6298,OR2T4
6299,AAK1
6300,C18orf8
6301,POLR3C
6302,FPR1
6303,MS4A4E
6304,PPAPDC1A
6305,RP11-144F15.1
6306,C1QTNF7
6307,CLN8
6308,ABHD17B
6309,B3GALT4
6310,SPRY3
6311,CHRDL2
6312,CKMT2
6313,AC012313.1
6314,IFRG15
6315,PRB4
6316,FIBCD1
6317,MGST2
6318,DHRS1
6319,PCDH11X
6320,STK24
6321,ARHGAP31
6322,ZNF143
6323,LRRC73
6324,SEC31A
6325,MNX1
6326,TRNT1
6327,PDCD4
6328,PC
6329,ORAI3
6330,DNAJB13
6331,TCEANC2
6332,DRAM2
6333,REEP6
6334,ANO9
6335,RPRML
6336,C8G
6337,NPHP1
6338,ECSCR
6339,IL6R
6340,CCR5
6341,RP11-383H13.1
6342,FBXL5
6343,GNAT2
6344,RP11-444E17.6
6345,RP11-51F16.8
6346,SF3A1
6347,RBM44
6348,TBC1D22B
6349,FNDC4
6350,ANAPC10
6351,NOTUM
6352,NDEL1
6353,AGAP7
6354,AC002310.13
6355,KRTAP19-1
6356,OSCAR
6357,OBFC1
6358,LMO7
6359,KRT15
6360,OTOA
6361,SYT17
6362,RAB6A
6363,PIK3R3
6364,AGA
6365,HMGCR
6366,RIN3
6367,RPA2
6368,ASB11
6369,AC003006.7
6370,RSPH9
6371,HSH2D
6372,APRT
6373,TNFRSF13C
6374,NT5DC2
6375,TP73
6376,MGLL
6377,ZFP2
6378,OR51B2
6379,FBXO44
6380,TMEM207
6381,PLEC
6382,RNH1
6383,IFI16
6384,PELI1
6385,GALNT13
6386,FBLN5
6387,CDC42SE1
6388,ZPLD1
6389,CNKSR3
6390,ERV3-1
6391,FAIM3
6392,DEFB4B
6393,RHOF
6394,WNT16
6395,PHF20L1
6396,FAM198A
6397,FADS6
6398,PTPN1
6399,XXbac-BPG32J3.20
6400,HARBI1
6401,TPPP2
6402,TBCB
6403,SLC2A4RG
6404,ADARB1
6405,SRSF6
6406,ENOSF1
6407,KIF2A
6408,KPNA2
6409,CASP9
6410,CTSE
6411,SERPINB8
6412,SYNM
6413,ABLIM2
6414,PODN
6415,LGALS1
6416,FOXD4
6417,CSNK1D
6418,PON2
6419,H2AFB1
6420,LRRC34
6421,SUV39H2
6422,DDHD1
6423,SDSL
6424,SLC22A10
6425,C1orf51
6426,AL161784.1
6427,OCM
6428,NSUN3
6429,SULT1A3
6430,NAA20
6431,GPBP1L1
6432,TMEM203
6433,MSL1
6434,BEX1
6435,FBXO25
6436,RAPGEF6
6437,CD53
6438,GBP6
6439,ARHGAP33
6440,BRK1
6441,CYP4F22
6442,ANKRD2
6443,MIF4GD
6444,GORASP1
6445,RFX3
6446,C6orf100
6447,CEP44
6448,ATG7
6449,EFNA1
6450,C15orf27
6451,RAB15
6452,POLR1E
6453,STXBP2
6454,MPP6
6455,SLC39A11
6456,TOX3
6457,RDH10
6458,SPRED2
6459,TMEM163
6460,GALNT18
6461,RPL7
6462,TMED1
6463,ZNF24
6464,OR52N4
6465,ZNF296
6466,C2orf91
6467,LY86
6468,KIAA0825
6469,FOXK1
6470,LYG1
6471,CD28
6472,COPB1
6473,APBB1
6474,SPAST
6475,CCDC109B
6476,TET3
6477,RPL23A
6478,PLEKHA6
6479,ZNF512B
6480,DYRK1B
6481,UVSSA
6482,CCDC126
6483,NHLRC4
6484,C9orf53
6485,MROH8
6486,PSME4
6487,COMMD1
6488,AURKAIP1
6489,AL162407.1
6490,GPR55
6491,EPS8
6492,B3GNT2
6493,SMCO4
6494,PSG5
6495,NUPR1L
6496,LNX2
6497,HES4
6498,STAR
6499,ZNF662
6500,DTYMK
6501,HAUS2
6502,RP11-723O4.6
6503,ZNF37A
6504,RASA2
6505,BAI3
6506,GPSM1
6507,SLC45A4
6508,CEPT1
6509,CCRL2
6510,SMYD3
6511,EZH2
6512,SCUBE2
6513,TAF6L
6514,TWIST1
6515,ANKZF1
6516,PIK3AP1
6517,SUSD1
6518,DMTF1
6519,PRAMEF5
6520,WDR89
6521,AC087645.1
6522,TMEM133
6523,NUP188
6524,NIN
6525,GABRA4
6526,LBX2
6527,TMLHE
6528,SEMA3A
6529,AGO3
6530,WIPI1
6531,ENDOV
6532,TBC1D30
6533,CUL2
6534,COA6
6535,RP11-1407O15.2
6536,OR2S2
6537,SULT2A1
6538,GRAMD1B
6539,FXYD5
6540,PDZD9
6541,GJA4
6542,EDA2R
6543,NKX3-1
6544,LMAN1L
6545,HOXD3
6546,LMX1A
6547,RAB3GAP1
6548,COX8A
6549,GRB7
6550,BTBD17
6551,PSKH1
6552,YIPF3
6553,KLF9
6554,ZFP3
6555,TYW3
6556,FAM45A
6557,PRKRA
6558,ABCF3
6559,PLD1
6560,A4GNT
6561,RGS3
6562,ZSCAN23
6563,GREB1L
6564,TRPC4
6565,TEX35
6566,AZI1
6567,OR2A4
6568,MYOCD
6569,FBXO5
6570,AL049840.1
6571,KCNJ9
6572,RPS25
6573,PPP1R8
6574,ANXA2
6575,DEFB105A
6576,CCDC120
6577,LIPE
6578,SFR1
6579,RDX
6580,SAMD9
6581,ACSL3
6582,GZMB
6583,ATP2A3
6584,PRSS57
6585,SPATA33
6586,CCNO
6587,KIAA1644
6588,UROS
6589,GSDMA
6590,RET
6591,LCA5
6592,GBP1
6593,DPT
6594,KATNB1
6595,TAP1
6596,LIPN
6597,TMEM92
6598,ICAM1
6599,ATN1
6600,DR1
6601,ABCG1
6602,ST7
6603,CHMP2A
6604,MINK1
6605,HNRNPLL
6606,G6PD
6607,IL20RB
6608,SFMBT2
6609,TTLL7
6610,RMND5A
6611,GATSL3
6612,USP37
6613,TMEM123
6614,MVP
6615,C17orf61-PLSCR3
6616,ZBTB8A
6617,BTG4
6618,RPLP1
6619,MCL1
6620,ABCA9
6621,HSD17B6
6622,CDH16
6623,NMUR1
6624,COPS3
6625,ZNF184
6626,EPO
6627,ZNF707
6628,CYP4F31P
6629,CHTOP
6630,GINS2
6631,PTHLH
6632,SARNP
6633,NDUFA7
6634,RPS6KA4
6635,IRF2BP1
6636,ZNF232
6637,ANKRD45
6638,NAT9
6639,SLC7A2
6640,BAG1
6641,ZNF552
6642,SPIN4
6643,RAD9B
6644,NKRF
6645,SH2D1B
6646,OTX2
6647,MSH4
6648,ABRA
6649,SYNE4
6650,TMC1
6651,ZNF71
6652,C16orf74
6653,P2RY6
6654,AL591479.1
6655,INPP5B
6656,DCTD
6657,FGF14
6658,NPAS4
6659,CWF19L1
6660,NR1I2
6661,MRPL24
6662,DUS4L
6663,CGA
6664,PRSS1
6665,KIAA1107
6666,LIPH
6667,RP11-146D12.2
6668,RHEBL1
6669,PEX7
6670,PEBP4
6671,GALT
6672,CNNM1
6673,TMEM106B
6674,SH3BP5L
6675,LYSMD3
6676,WDR65
6677,MCOLN2
6678,AARSD1
6679,GRIN2A
6680,TRAPPC9
6681,CKB
6682,PAK7
6683,RSPH6A
6684,AD000671.6
6685,BEND7
6686,MPP2
6687,TTBK1
6688,CSN2
6689,MAPKAPK2
6690,SIPA1L3
6691,FLI1
6692,FURIN
6693,CKS1B
6694,MRPL3
6695,ASB8
6696,COMTD1
6697,AKR1B15
6698,STK11IP
6699,TMEM167B
6700,MYH2
6701,ADRA2C
6702,XAGE1D
6703,ZNF609
6704,AVPR2
6705,MRPL38
6706,CAPN6
6707,TADA2A
6708,GAS7
6709,PNMA1
6710,AL590235.1
6711,CXCL11
6712,AXIN1
6713,AC027307.3
6714,SLC16A13
6715,DIAPH1
6716,ATP5O
6717,DMRTC1
6718,PI4K2B
6719,DEFB123
6720,GEM
6721,C22orf39
6722,SLC10A5
6723,PFN4
6724,ZNF257
6725,CISD3
6726,PANK3
6727,PAGR1
6728,KEAP1
6729,PSG9
6730,SLC5A2
6731,CELA3B
6732,AL391421.1
6733,KIF20A
6734,TRA2B
6735,PCP4L1
6736,BRD4
6737,SLAMF8
6738,RNF122
6739,TBC1D5
6740,BTNL8
6741,CHRNA4
6742,KANK1
6743,C11orf31
6744,ZNF638
6745,ZFP30
6746,CRB1
6747,SYT6
6748,TMX1
6749,PCF11
6750,ATP2B4
6751,LSM10
6752,GNAI3
6753,PSMA3
6754,PPP2R2A
6755,TUSC1
6756,TREH
6757,CA1
6758,GNG5
6759,WDR33
6760,KIR2DL1
6761,RECQL4
6762,SPTSSA
6763,JAKMIP2
6764,IFNK
6765,TNS1
6766,SPTBN2
6767,RNF135
6768,OMP
6769,PRKAA1
6770,HMGN1
6771,PCBD1
6772,FBXL17
6773,ZC3H7B
6774,CSNK2B
6775,FOXQ1
6776,MYBPC2
6777,PLXNA2
6778,TRIM40
6779,DKFZP779L1853
6780,SLC17A9
6781,FAM159B
6782,CLDN18
6783,NBN
6784,PREPL
6785,ZNF655
6786,RBMS2
6787,ANKRD30BL
6788,PI4K2A
6789,NECAB2
6790,ITGA9
6791,SOCS4
6792,AURKC
6793,MFSD3
6794,PDE4DIP
6795,ASAP2
6796,PSMD13
6797,GPHN
6798,CCDC104
6799,STX17
6800,CMPK2
6801,RTP1
6802,IST1
6803,C2orf81
6804,FOXN3
6805,MED9
6806,RHBDL2
6807,ARSF
6808,TCEAL5
6809,THOP1
6810,PDLIM7
6811,HRH3
6812,LRRC8B
6813,TM4SF1
6814,TMSB15A
6815,SNAPC1
6816,PEAK1
6817,CEBPG
6818,IRX6
6819,C10orf25
6820,SLC25A23
6821,GCNT1
6822,ABHD2
6823,TRIM29
6824,SCN9A
6825,BCAP31
6826,PTPRN2
6827,PET100
6828,KIAA1549L
6829,DHX57
6830,SMARCA4
6831,KRT37
6832,RP11-201K10.3
6833,RAI14
6834,OPLAH
6835,FNDC9
6836,PTTG2
6837,DENND2C
6838,FGF8
6839,PRR4
6840,GOT1
6841,RIOK2
6842,PPM1F
6843,HSD17B10
6844,DOCK11
6845,NELFB
6846,EIF4EBP1
6847,GPR45
6848,TCN1
6849,STARD8
6850,MRPL43
6851,TRMT5
6852,GRM3
6853,TRAPPC3
6854,PTPRH
6855,ZNF599
6856,HRSP12
6857,ZNF646
6858,CEP63
6859,SLCO4C1
6860,CCDC169
6861,CCDC51
6862,ZNF771
6863,PDGFRB
6864,ATP8B4
6865,PRR26
6866,APOL5
6867,MTMR4
6868,CCDC81
6869,ARGFX
6870,LYAR
6871,CAMTA2
6872,MPO
6873,CIZ1
6874,AL358813.2
6875,NTAN1
6876,ARHGEF40
6877,CAPN15
6878,KCNIP2
6879,CFTR
6880,NFATC1
6881,METTL25
6882,COX16
6883,UNC13A
6884,IL22RA2
6885,PLS1
6886,PDE1B
6887,NUDT10
6888,TAS1R3
6889,ZNF320
6890,AKAP9
6891,CCDC61
6892,SBF2
6893,SPNS3
6894,BTF3
6895,KPNA5
6896,TRIM54
6897,GID4
6898,STARD9
6899,DYNLRB1
6900,MRGPRF
6901,OOEP
6902,ZNF607
6903,SKIV2L
6904,TRA2A
6905,DEFB106A
6906,CCNI
6907,SF1
6908,MYOZ3
6909,CCDC115
6910,MORN4
6911,CLCC1
6912,MBTPS2
6913,EML2
6914,ANKK1
6915,UPP2
6916,ARID2
6917,SAA1
6918,SDCCAG3
6919,SCN4A
6920,PRSS53
6921,ALPK2
6922,KTI12
6923,ZDHHC5
6924,AC015688.3
6925,C15ORF37
6926,OR51I1
6927,ZNF84
6928,SIAH2
6929,YBX3
6930,ETHE1
6931,NOD1
6932,TNFRSF9
6933,ICOSLG
6934,CHRNB1
6935,CAPN5
6936,PRH1
6937,TNXB
6938,C12orf68
6939,SPARCL1
6940,GEMIN6
6941,TTC23L
6942,PSME1
6943,GNG11
6944,FKBP15
6945,GNRHR
6946,AC062017.1
6947,GTF3C3
6948,ZNF800
6949,MICALL2
6950,CCL4
6951,RPS3A
6952,MUM1
6953,RAB44
6954,UCN3
6955,LMO4
6956,DPH1
6957,MGRN1
6958,DISP2
6959,CADPS
6960,ZKSCAN7
6961,NUDCD1
6962,SPAG8
6963,DMPK
6964,MAS1L
6965,TPPP3
6966,FZD7
6967,STK17A
6968,MSC
6969,NASP
6970,SLC38A7
6971,PTH2R
6972,METTL21C
6973,MORF4L1
6974,SYCP2L
6975,ZSWIM3
6976,ASNSD1
6977,MCHR2
6978,RLN1
6979,AMHR2
6980,RNFT2
6981,SAMSN1
6982,GALR3
6983,BOLA2
6984,BEST1
6985,C9orf171
6986,NUTM2B
6987,ITGB1BP2
6988,BIRC2
6989,SLC20A1
6990,ABLIM1
6991,ADAMTS2
6992,COBLL1
6993,UBE2D1
6994,MDM1
6995,C6orf25
6996,AHRR
6997,FGFR2
6998,COL28A1
6999,IL12B
7000,ARHGEF2
7001,KPRP
7002,POLR3A
7003,PPP2R5D
7004,CBWD7
7005,NOXA1
7006,C1orf167
7007,C1QB
7008,TMEM150B
7009,IGDCC4
7010,GNA13
7011,GOLGA3
7012,MDP1
7013,MEAF6
7014,YIF1B
7015,GBA2
7016,TMC7
7017,PRSS37
7018,VWF
7019,DAB2IP
7020,FOXA1
7021,SCARA3
7022,TRIM64B
7023,MT1M
7024,PNMA6B
7025,ANKRD53
7026,CERK
7027,CRY1
7028,CTC-429P9.4
7029,ERBB2
7030,APPL1
7031,CREBZF
7032,HSF1
7033,DUSP13
7034,SLC14A2
7035,FOXB2
7036,UBXN2A
7037,PSG4
7038,ACKR3
7039,ACTL7B
7040,IL1RL1
7041,RAB4A
7042,BRD8
7043,FRAT1
7044,RP11-58C22.1
7045,RP4-583P15.14
7046,CLIC5
7047,PER2
7048,OBSCN
7049,F7
7050,MEOX1
7051,QPCTL
7052,CTAG2
7053,SPCS3
7054,ZNF585A
7055,NIPBL
7056,DNAAF1
7057,HORMAD2
7058,METRNL
7059,DIP2C
7060,EPG5
7061,GK5
7062,BRPF1
7063,SPIRE1
7064,MAT2B
7065,MLF2
7066,ACO2
7067,LHX9
7068,C4orf22
7069,KLB
7070,DBT
7071,ZFP42
7072,LRRIQ4
7073,ARHGAP1
7074,GPRIN1
7075,ZBTB43
7076,MAP7
7077,NTRK2
7078,CXorf64
7079,CLIC6
7080,STARD6
7081,C2CD4B
7082,AGER
7083,MYH11
7084,KRT82
7085,CDKN2A
7086,LUZP6
7087,JMJD1C
7088,ANAPC5
7089,BCKDHB
7090,TAF4
7091,FOXL1
7092,NEMF
7093,DAAM1
7094,RAB13
7095,COLCA2
7096,KRT5
7097,RGN
7098,TMEM61
7099,CD22
7100,FOXD4L2
7101,THAP8
7102,GK
7103,SPTLC1
7104,SLFN12L
7105,ATP2B1
7106,SBK1
7107,CILP
7108,C9orf92
7109,LRRC32
7110,ZNF844
7111,RP11-324D17.1
7112,C20orf196
7113,TRIM15
7114,MOV10L1
7115,CHP2
7116,HAGHL
7117,GRK7
7118,PDS5B
7119,CALB2
7120,ZNF568
7121,ZNF80
7122,ZNF22
7123,ZNF512
7124,C18orf32
7125,GLTSCR1L
7126,GIMAP7
7127,SLC6A15
7128,MDN1
7129,UBA7
7130,GTF3C2
